@title,韓国語
#01654,앵벌레
#01655,번데기가 되기 위해<br>식사 중이니 건들지마!
#01656,풀구리
#01657,잡초가 말을 한다고?!<br>이 자식! 나 잡초 아냐!
#01658,잉삼
#01659,우릴 먹어도 맛없어!
#01660,토우나무
#01661,잘 왔다…<br>이제 여긴 네 묘지가 될 것이다!!
#01662,브로코
#01663,이것 봐~ 맛있게 데친<br>브로콜리라고~?
#01664,짜과
#01665,으악! 깜짝이야!<br>갑자기 튀어나오지 말라고!
#01666,박살란
#01667,누가 먼저 깨지나<br>한번 볼까!
#01668,덩구리
#01669,내 자식을 잡초 취급했겠다?<br>혼내주마!
#01670,절규벌레
#01671,나비가 되기 위해<br>식사 중이니 건들지마!
#01672,일격벌
#01673,부~웅 부부부부부<br>부부부 부~웅
#01674,양아치킨
#01675,훗, 여기까지 올 줄이야<br>찐하게 붙어보자고!
#01676,인면수
#01677,내가 웃는 것처럼 보여?!<br>나 지금 화났다고!
#01678,나는나비
#01679,드디어 나비가 되었어!<br>이제 예전과 다를거라고!
#01680,텐트암
#01681,이 돌껍질이 내 집인데<br>30년 대출 들어서 샀다고
#01682,석삼
#01683,따개비 아냐!
#01684,뿔났석
#01685,평소엔 꼬치구이 할 때 썼지만<br>이번엔 널 꿰뚫어주마!
#01686,더벅초
#01687,누가 더 넓게 뿌리를 뻗나<br>한번 붙어볼까!
#01688,마하 박쥐
#01689,퍼덕 퍼덕 퍼덕~ 안녕하세요~<br>날려드릴게요~
#01690,암암
#01691,암념, 반가웜.<br>인사는 이쯤하고 덤벼라!
#01692,돌짱
#01693,누가 더 힘이 센지 보고 싶어?<br>그럼 덤벼!
#01694,광석게
#01695,요즘 앞으로 걷는<br>연습을 하고 있어요
#01696,뾰족암
#01697,엉~ 그래! 들어와!<br>들어오라고!
#01698,나본거암
#01699,제 눈매가 더러운 건 아는데요<br>전 그쪽 안 째려봤어요!
#01700,괴수 야바위
#01701,바위에서 태어난 괴수라고!<br>무섭지!!
#01702,바위마인
#01703,땅하면 시작이다! 알겠지?<br>땅! 시작!
#01704,꼴렘
#01705,이 풀 가발<br>멋있지?
#01706,메롱Z
#01707,마구마구<br>핥아주지!!
#01708,코코먹
#01709,코코넛 싫어해~?<br>그러지 말고 같이 놀자고!
#01710,또본거암
#01711,내 아이를 혼냈다지?!<br>짓이겨주마!
#01712,그래곤
#01713,쿠오오오오!!<br>마구 으깨주마!!
#01714,골골해적
#01715,제 생전 직업이 해적이었어요<br>너! 내 동료가 돼라!
#01716,모래벌레
#01717,내 66년을 사막에서 살아서 잘 알지<br>살기엔 사막이 딱이라고!
#01718,찌를건갈
#01719,오호! 찌르기 좋아 보이는 표정이군요!<br>좋아요! 찔러볼까요!
#01720,휴미지옥
#01721,이런이런, 또 이렇게<br>가여운 먹잇감들이 왔구나
#01722,쏜인장
#01723,아야야, 이 가시를 뽑아서…<br>너희들을 찔러주겠어!!
#01724,소세장어
#01725,좋아!  드디어 내 차례네!<br>어서 덤비라고!
#01726,내밀레온
#01727,우와! 드디어…<br>내 차례가 왔구나!
#01728,사막꼬리
#01729,내 영역에 들어온 이상<br>각오하라고!
#01730,뼈고기
#01731,무, 물…<br>삐쩍 말라버릴 것만 같아!
#01732,머미라
#01733,붕대가 부족해!<br>붕대 어딨어!
#01734,모래괴물
#01735,내 99년을 사막에서 살아서 잘 알지<br>살기엔 사막이 딱이라고!
#01736,타북이
#01737,타고 싶어? 그래, 타.<br>거북이보다 느리지만!!
#01738,아지렁이
#01739,……들켰나<br>이렇게 된 이상 끌어들일 수밖에
#01740,찌르래곤
#01741,더 강한 녀석이랑 싸우고 싶어!<br>그 뿐이다!
#01742,퀸 쏜인장
#01743,호호호~ 예쁜 꽃은 가시가 있는 법!
#01744,킹 고부라
#01745,내 동료들을 해치웠겠다?!<br>통째로 삼켜주마!
#01746,뿅뿅이
#01747,뿅~ 뿅~<br>뿅뿅뿅~
#01748,눈사람벌레
#01749,이야~ 오늘 정말 춥죠?<br>까딱 잘못하면 당해 버릴것 같아요!
#01750,눈깨비불
#01751,나는 모두의 원한…<br>원념이 모여 내가 됐으니…
#01752,어름벌레
#01753,평소에 눈 밑에 숨어있다가<br>먹이가 나타나면 이렇게 튀어나오지!
#01754,얾얾
#01755,앗. 정말로 공격당함.<br>큰일 났음.
#01756,눈둥이
#01757,잠깐! 난 나쁜 몬스터가 아냐!<br>조금 극악할 뿐이라고!
#01758,구악
#01759,어제 딱 300살이 됐어.<br>아직 죽을 수 없지!
#01760,얼음 정령
#01761,드디어 왔구나!<br>아주 혼쭐을 내주지!
#01762,깨물루
#01763,이글루입니다.<br>맘 편히 놓고 들어오세요!!
#01764,동상녀
#01765,흑흑… 너무 외로워요.<br>제 곁에 있어줘요…
#01766,빙룡
#01767,좋아!<br>한번 붙어볼까!
#01768,화이트 뱀
#01769,솔직히 그냥 겨울잠 자고 싶어…<br>널 쓰러트리고 말이지!
#01770,스노우 드래곤
#01771,여기까지 잘 왔다!<br>내 친히 너희를 쓸어주마!!
#01772,늪꺼비
#01773,개골… 개골개골<br>개굴개굴, 개~골개골!
#01774,소라징어
#01775,당신 어디선가 본 듯해요.<br>설마 전생에… 는 무슨 소리야!
#01776,반어인
#01777,늪에 끌어들여서<br>정성스레 파티해주마!
#01778,연꽃어
#01779,힐끗.<br>아직 안 들켰지?!
#01780,골순이
#01781,후후, 너희들<br>두개골이 참 예쁘구나~!
#01782,얼챙이
#01783,드, 드디어 내 차롄가!<br>너무 긴장되요!
#01784,리틀 슬라임
#01785,지금껏 잡졸 취급받던 설움…<br>이 자리에서 갚아주마!
#01786,물방울이
#01787,제 몸은 산기슭 맑은 물로<br>가득하답니다.
#01788,소북이
#01789,어느 쪽에서 덤비든 상관없어<br>상관없다니까?
#01790,거대왕꽃
#01791,자, 꽃 한가운데에 얼굴을 대봐!<br>좋은 향기가 날 거라고!
#01792,볼챙이
#01793,탱글탱글!<br>이 배로 너흴 날려보내주지!
#01794,해골벌레
#01795,우악! 살아있는 인간이다!<br>어휴, 깜짝이야…
#01796,괴조 쿠쿡
#01797,가장 아픈 곳을<br>마구 찔러주마!
#01798,캐틀 슬라임
#01799,시원하고 탱글하고<br>끈적끈적하지롱~!!
#01800,둡커비
#01801,배를 공격하면 폭발해버린다!<br>……뻥이지롱!
#01802,불씨
#01803,여러분 항상 불조심하세요!<br>안 하면 나중에 후회합니다!
#01804,화산씨
#01805,아~~~<br>분화하고 싶다~~~
#01806,미믹
#01807,아야야… 여기에서 어떻게 나가지…<br>너 깨물어버린다!
#01808,가스맨
#01809,뭉게뭉게뭉게뭉게<br>연기 때문에 앞이 안 보여!!!
#01810,골골선장
#01811,해적선에서 나왔습니다.<br>이기면 다시 돌아갈 수 있어!
#01812,불똥이
#01813,따끈따끈한~<br>마그마가~ 왔어요~
#01814,마그마 박쥐
#01815,어제 하늘을 날다가<br>숲을 통째로 불태워버렸어ㅋㅋㅋ
#01816,웁화룹화
#01817,우홋! 살아있는 인간은 처음 봐!<br>표본으로 만들어야지!
#01818,마그마 고기
#01819,어라?!<br>마그마에서 나와버렸어!
#01820,아뜨뜨 마귀
#01821,그오오오오오오<br>불렀다길래 왔습니다~!
#01822,매캐연
#01823,폭… 폭…<br>어이쿠… 또 나오네
#01824,버닝 핸드
#01825,네 심장을<br>확 사로잡을 거야!
#01826,파이드래곤
#01827,내 불꽃 숨결 앞에 재가 되어라!
#01828,뿌머연
#01829,내 솟구치는 분노를 느껴보아라!
#01830,화염 드래곤
#01831,나의 적을… 모두… 섬멸… 하겠노라…
#01832,고스트
#01833,원통하다~<br>삼각통하다~ 사각통하다~
#01834,토깽이
#01835,오! 드디어 만났구나!<br>자! 붙어볼까?
#01836,아부파라 왕
#01837,오, 반갑네.<br>국왕끼리 신나게 겨뤄보세!
#01838,꼴뚜기
#01839,화성에서 왔습니다.<br>이름은 꼴뚜기, 본적은 화성입니다.
#01840,다판다
#01841,날 판다로 봤다간…<br>큰 코 다친다!
#01842,박원령
#01843,어이쿠, 안색이 별로시네요!<br>더 하얗게 질리셔야죠!
#01844,알파카
#01845,이야~<br>딱히 할 말은 없어요.
#01846,멍뭉이
#01847,왈왈!<br>나이는 16살!
#01848,야옹이
#01849,어제 참치를 생애 처음 먹어서<br>힘이 넘친답니다!
#01850,꿀꿀이
#01851,꿀~<br>꿀~
#01852,=#00248
#01853,오, 이런 곳에서<br>카이로 유저를 만날 줄이야!
#01854,곰본좌
#01855,안녕하세요. 이번 작에는<br>혹 등장이 없나 조마조마했어요.
#01856,=#00250
#01857,후후후, 제 영악함이<br>빛을 발할 때가 머지않았습니다.
#01858,오리경
#01859,날 오리로 봤다간…<br>큰 코 다칠꾸악!
#01860,소프코 공주
#01861,어머, 금괴인줄 알았는데…<br>후후, 사람이었네요
#01862,=#00263
#01863,안녕~ 카이로군이야.<br>열심히 단련한 내 실력을 보라고!
#01864,레드
#01865,타앗! 히어로 기지 스토리!<br>꼭 플레이 해줘!
#01866,팽돌이
#01867,안녕하세요.<br>전 프로듀싱하다 왔습니다!
#01868,고알라
#01869,코알라랑 헷갈린다는 말을<br>귀에 딱지가 앉도록 들었습니다.
#01870,미스테리오
#01871,닭
#01872,돼지
#01873,소
#01874,깜짝고기
#01875,타이탈어
#01876,메탈볼
#01877,끼야호!<br>찾았다!
#01878,보물 자루
#01879,이 자루 안에 든 건<br>길몽인가! 악몽인가!
#01880,검사 카이로군
#01881,나의 검이 베지 못하는 건 없다!<br>덤벼라!
#01882,마검사 카이로군
#01883,대대로 전해진 마법을 쓸 때가<br>드디어 왔구나!
#01884,알로하 카이로군
#01885,알로하~<br>거긴 파도 좀 치나요?
#01886,카이로 사령관
#01887,한창 게임 중이었거늘…<br>빨리 처리하고 마저 해야지!
#01888,마도사 와이로군
#01889,후후후… 돈으로 해결 안 된다면<br>쳐부숴주겠습니다.
#01890,전사 와이로군
#01891,마왕 와이로군
#01892,와이로 탱크
#01893,와이로 대마왕
#01894,흐하하하! 이날을 기다렸다!<br>…덕분에 이렇게 타오르고 있지!
#01895,닭꼬치 마인
#01896,너도 이 닭꼬치처럼…<br>꿰뚫어주마!
#01897,선물이
#01898,메리<br>크리스마요네즈!
#01899,바다표범
#01900,너구리
#01901,아르마딜로
#01902,족제비
#01903,멧돼지
#01904,카피바라
#01905,거북이
#01906,여우
#01907,곰
#01908,코뿔소
#01909,얼룩말
#01910,코끼리
#01911,너구리
#01912,학
#01913,맥
#01914,햄스터
#01915,고슴도치
#01916,비버
#01917,부엉이
#01918,날다람쥐
#01919,기니피그
#01920,염소
#01921,악어
#01922,조
#01923,정
#01924,선
#01925,용
#01926,위
#01927,양
#01928,장
#01929,감
#01930,김
#01931,빈
#01932,봉
#01933,방
#01934,이
#01935,임
#01936,왕
#01937,길
#01938,주
#01939,예
#01940,심
#01941,류
#01942,유
#01943,전
#01944,원
#01945,송
#01946,편
#01947,홍
#01948,안
#01949,우
#01950,오
#01951,이
#01952,박
#01953,테리 
#01954,소
#01955,제이 
#01956,케이 
#01957,레이 
#01958,토드
#01959,얀
#01960,오 
#01961,=#00894
#01962,폰 
#01963,현석
#01964,미르
#01965,지훈
#01966,신영
#01967,상택
#01968,태호
#01969,수빈
#01970,유성
#01971,정석
#01972,정욱
#01973,태경
#01974,채욱
#01975,철수
#01976,영석
#01977,춘봉
#01978,지원
#01979,춘식
#01980,봉식
#01981,세광
#01982,우영
#01983,선경
#01984,선정
#01985,화연
#01986,광미
#01987,꽃님
#01988,신정
#01989,미경
#01990,혜경
#01991,마리아
#01992,진경
#01993,현수
#01994,소현
#01995,유미
#01996,영자
#01997,순자
#01998,영미
#01999,영희
#02000,미오
#02001,현
#02002,소
#02003,춘
#02004,순
#02005,영
#02006,하
#02007,송
#02008,혜
#02009,지
#02010,민
#02011,상
#02012,조
#02013,진
#02014,승
#02015,동
#02016,오
#02017,윤
#02018,지
#02019,주
#02020,인
#02021,자
#02022,미
#02023,순
#02024,경
#02025,=#00351
#02026,아이템 <0> <1> 이상<br>아이템 <2> <3> 이상 소지
#02027,=#01131
#02028,=#01136
#02029,=#00352
#02030,=#00371
#02031,=#00372
#02032,=#00401
#02033,=#00402
#02034,=#00415
#02035,=#00416
#02036,=#00417
#02037,=#00425
#02038,=#00426
#02039,=#00427
#02040,=#00375
#02041,=#00376
#02042,=#00377
#02043,=#00486
#02044,=#00487
#02045,=#00431
#02046,=#00432
#02047,=#00379
#02048,=#00380
#02049,=#00381
#02050,=#00382
#02051,=#00420
#02052,=#00421
#02053,=#00422
#02054,=#00435
#02055,=#00436
#02056,=#00437
#02057,=#00385
#02058,=#00386
#02059,=#00387
#02060,=#00440
#02061,=#00441
#02062,=#00442
#02063,=#00391
#02064,=#00392
#02065,=#00404
#02066,=#00405
#02067,=#00406
#02068,=#00407
#02069,=#00445
#02070,=#00446
#02071,=#00447
#02072,=#00355
#02073,=#00356
#02074,=#00357
#02075,=#00450
#02076,=#00451
#02077,=#00452
#02078,=#00489
#02079,=#00490
#02080,=#00491
#02081,=#00492
#02082,=#00494
#02083,=#00495
#02084,=#00496
#02085,=#00497
#02086,=#00455
#02087,=#00456
#02088,=#00457
#02089,=#00460
#02090,=#00461
#02091,=#00462
#02092,=#00500
#02093,=#00501
#02094,=#00502
#02095,=#00465
#02096,=#00466
#02097,=#00467
#02098,=#00470
#02099,=#00471
#02100,=#00472
#02101,=#00360
#02102,=#00361
#02103,=#00362
#02104,=#00474
#02105,=#00475
#02106,=#00476
#02107,=#00477
#02108,=#00409
#02109,=#00410
#02110,=#00411
#02111,=#00412
#02112,=#00365
#02113,=#00366
#02114,=#00367
#02115,=#00479
#02116,=#00480
#02117,=#00481
#02118,=#00482
#02119,=#00396
#02120,=#00397
#02121,=#00516
#02122,=#01132
#02123,=#00517
#02124,=#00518
#02125,=#00519
#02126,=#00522
#02127,=#00523
#02128,=#00524
#02129,=#00525
#02130,=#00526
#02131,=#00527
#02132,=#00528
#02133,=#00529
#02134,=#00530
#02135,=#00531
#02136,=#00540
#02137,=#01133
#02138,=#00541
#02139,=#00543
#02140,=#00544
#02141,=#00545
#02142,=#00546
#02143,=#00547
#02144,=#00549
#02145,=#00550
#02146,=#00551
#02147,=#00554
#02148,=#00555
#02149,=#00556
#02150,=#00557
#02151,=#00558
#02152,=#00559
#02153,=#00560
#02154,=#00561
#02155,=#00582
#02156,=#01134
#02157,=#01137
#02158,=#00583
#02159,=#00584
#02160,=#00585
#02161,=#00586
#02162,=#00587
#02163,=#00588
#02164,=#00589
#02165,=#00590
#02166,=#00592
#02167,=#00593
#02168,=#00594
#02169,=#00595
#02170,=#00596
#02171,=#00597
#02172,=#00598
#02173,=#00599
#02174,=#00600
#02175,=#00603
#02176,=#01135
#02177,=#00604
#02178,=#00605
#02179,=#00606
#02180,=#00607
#02181,=#00608
#02182,=#00610
#02183,=#00611
#02184,=#00613
#02185,=#00614
#02186,=#00616
#02187,=#00617
#02188,=#00618
#02189,=#00619
#02190,=#00620
#02191,=#00621
#02192,=#00622
#02193,=#00623
#02194,=#00624
#02195,=#00625
#02196,=#00629
#02197,=#00630
#02198,=#00631
#02199,=#00632
#02200,=#00633
#02201,=#00634
#02202,=#00635
#02203,=#00636
#02204,=#00637
#02205,=#00638
#02206,=#00639
#02207,=#00640
#02208,=#01404
#02209,연구해 봅시다
#02210,=#01042
#02211,=#00904
#02212,=#01405
#02213,=#01043
#02214,=#01406
#02215,=#01044
#02216,=#01407
#02217,=#01045
#02218,=#01408
#02219,=#01409
#02220,=#01410
#02221,=#00340
#02222,=#01422
#02223,=#01423
#02224,=#01424
#02225,=#01426
#02226,=#01427
#02227,=#01428
#02228,=#01429
#02229,=#01430
#02230,=#01431
#02231,=#01432
#02232,=#01433
#02233,=#01434
#02234,=#01435
#02235,=#01436
#02236,=#01437
#02237,=#01438
#02238,=#01439
#02239,=#01440
#02240,=#01441
#02241,=#01442
#02242,=#01443
#02243,=#01444
#02244,=#01445
#02245,=#01448
#02246,=#01449
#02247,=#01450
#02248,=#01451
#02249,=#01452
#02250,=#01453
#02251,=#01454
#02252,=#01455
#02253,=#01456
#02254,=#01457
#02255,=#01458
#02256,=#01459
#02257,=#01460
#02258,=#01461
#02259,=#01462
#02260,=#01463
#02261,=#01464
#02262,=#01465
#02263,=#01466
#02264,=#01467
#02265,=#01468
#02266,=#01469
#02267,=#01470
#02268,=#01471
#02269,=#01472
#02270,=#01536
#02271,=#01538
#02272,=#01543
#02273,=#01561
#02274,=#01046
#02275,=#01562
#02276,=#01047
#02277,=#01476
#02278,=#01048
#02279,=#01477
#02280,=#01049
#02281,=#01478
#02282,=#01050
#02283,=#01479
#02284,=#01051
#02285,=#01501
#02286,=#01502
#02287,=#01503
#02288,=#01504
#02289,=#01505
#02290,=#01506
#02291,=#01507
#02292,=#01508
#02293,=#01509
#02294,=#01510
#02295,=#01511
#02296,=#01512
#02297,=#01513
#02298,=#01514
#02299,=#01515
#02300,=#01516
#02301,=#01517
#02302,=#01518
#02303,=#01519
#02304,=#01520
#02305,=#01521
#02306,=#01522
#02307,=#01523
#02308,=#01524
#02309,=#01525
#02310,=#01526
#02311,=#01527
#02312,=#01528
#02313,=#01529
#02314,=#01071
#02315,=#01531
#02316,=#01532
#02317,=#01533
#02318,=#01563
#02319,=#01564
#02320,=#01573
#02321,=#01566
#02322,=#01567
#02323,=#01568
#02324,=#00931
#02325,=#01052
#02326,=#00937
#02327,=#01053
#02328,=#00943
#02329,=#01054
#02330,=#00948
#02331,=#01055
#02332,=#00969
#02333,=#01056
#02334,=#00972
#02335,=#01057
#02336,=#00975
#02337,=#01058
#02338,=#00978
#02339,=#01059
#02340,=#00981
#02341,=#01060
#02342,=#00984
#02343,=#01061
#02344,=#00987
#02345,=#01062
#02346,=#00990
#02347,=#00993
#02348,=#00996
#02349,=#00999
#02350,=#01002
#02351,=#01005
#02352,=#01008
#02353,=#01031
#02354,=#01040
#02355,=#01034
#02356,=#01035
#02357,=#01036
#02358,=#01037
#02359,=#01603
#02360,=#01594
#02361,=#01606
#02362,=#01604
#02363,=#00001
#02364,기본 공격
#02365,활 사격
#02366,총 사격
#02367,치명타
#02368,화살 난사
#02369,활을 장비할 시 화살을 난사합니다
#02370,화염 마법 <0>
#02371,Ⅰ
#02372,마법으로 공격합니다
#02373,Ⅱ
#02374,Ⅲ
#02375,Ⅳ
#02376,Ⅴ
#02377,얼음 마법 <0>
#02378,번개 마법 <0>
#02379,50% 반사
#02380,상대의 공격 대미지의 반을 되돌립니다
#02381,100% 반사
#02382,상대의 공격 대미지를 그대로 되돌립니다
#02383,<0>연격
#02384,한 번에 <0>회 공격합니다.
#02385,반격
#02386,적이 공격하면 바로 반격합니다
#02387,받아넘기기
#02388,상대의 공격 대미지를 줄입니다
#02389,완전 회피
#02390,발동하면 적의 공격을 피합니다
#02391,회피 UP
#02392,잠시 동안 회피 능력이 오릅니다
#02393,치명타 UP
#02394,잠시 동안 치명타율이 오릅니다
#02395,직선 공격 <0>
#02396,직선으로 <0>열까지 공격합니다
#02397,범위 공격 <0>
#02398,주위 <0>열까지 공격합니다
#02399,화살비
#02400,활을 장비할 시 범위 공격을 합니다
#02401,<0> 회복
#02402,=#01954
#02403,HP를 <0>% 회복합니다
#02404,중
#02405,대
#02406,부활 <0>%
#02407,중상 상태에서 HP를 <0>％ 회복합니다
#02408,농작업
#02409,수확 시설을 잘 이용합니다
#02410,건설 공사
#02411,인부 수에 상관없이 건설할 수 있습니다
#02412,도벽
#02413,공격 시 확률적으로 보물상자가 나옵니다
#02414,조리
#02415,음식점 등에서 아이템을 만들 수 있습니다
#02416,운반
#02417,마을 간에 자원을 옮길 수 있습니다
#02418,연구
#02419,연구할 수 있습니다
#02420,연구 <0>
#02421,연구 시간 <0>% OFF
#02422,낙농
#02423,동물을 잡아 목장을 운영할 수 있습니다
#02424,보물 감정
#02425,마을에 있는 보물 상자의 내용물을 꺼냅니다
#02426,공작
#02427,공방에서 관광객을 위한 상품을 만듭니다
#02428,공작 <0>
#02429,공방에서의 공작 시간 <0>% OFF
#02430,<0> 바로 완료
#02431,건축
#02432,건축할 시 바로 완성합니다
#02433,공방
#02434,공방에서 작업할 시 바로 완성합니다
#02435,순간이동
#02436,때때로 순간이동합니다
#02437,제초
#02438,자연에서 발굴할 시 바로 완료합니다
#02439,보물 상자 감정을 바로 완료합니다
#02440,이동 속도 UP
#02441,걷는 속도가 오릅니다
#02442,전력 질주
#02443,항상 달립니다
#02444,광산
#02445,광산에서 일할 수 있습니다
#02446,파견 범위 확대 <0>
#02447,파견 범위가 조금 넓어집니다
#02448,파견 범위가 상당히 넓어집니다
#02449,구름 공격 확대
#02450,구름을 지우는 범위가 늘어납니다
#02451,경험치 UP <0>
#02452,전투에서 얻는 경험치 소량 UP
#02453,전투에서 얻는 경험치 UP
#02454,전투에서 얻는 경험치 대량 UP
#02455,파견 비용 감소 <0>
#02456,파견 시 드는 에너지가 조금 감소합니다
#02457,파견 시 드는 에너지가 상당히 감소합니다
#02458,<0> 자동 회복
#02459,HP
#02460,걸을 시 정기적으로 <0>
#02461,HP 회복
#02462,MP
#02463,MP 회복
#02464,활력
#02465,활력 회복
#02466,시설 <0> 회복 UP
#02467,시설을 이용할 시 HP 회복량 UP
#02468,시설을 이용할 시 활력 회복량 UP
#02469,시설을 이용할 시 MP 회복량 UP
#02470,근성
#02471,중상을 입으면 MP를 사용해 부활한다
#02472,<0> 계열 무기 극복
#02473,검
#02474,<0> 계열 장비를 능숙하게 다룹니다
#02475,지팡이
#02476,=#00345
#02477,창
#02478,망치
#02479,봉
#02480,총
#02481,활
#02482,책
#02483,방패 장비 극복
#02484,방패
#02485,은신
#02486,구름을 거둘 시 적이 나타나지 않는다
#02487,날카로운 직감
#02488,땅을 팔 시 적이 나타나지 않는다
#02489,도망의 귀재
#02490,물건을 주울 시 전투하지 않습니다
#02491,호전가
#02492,파견 갈 시 물건을 줍지 않습니다
#02493,집 보기
#02494,조기 귀환
#02495,파견 범위를 한 바퀴 돌면 바로 귀환합니다
#02496,산책 선호
#02497,자연 선호
#02498,원정 선호
#02499,보조 전념
#02500,적이 침략할 시 전투하지 않습니다
#02501,땅 고르기
#02502,영지 내 자원 수집 활동에 집중합니다
#02503,농경 애호가
#02504,용의주도
#02505,선봉
#02506,보스전 시 가장 앞열에 섭니다
#02507,용맹과감
#02508,보스전 시 앞 쪽에 섭니다
#02509,후방 지원
#02510,보스전 시 후방에 섭니다
#02511,치명타 UP +
#02512,공작 선호 <0>
#02513,공방에서 작업하는 시간을 늘립니다
#02514,공방에서 작업하는 시간을 많이 늘립니다
#02515,아머 브레이크 <0>
#02516,잠시 동안 상대의 방어를 <0>% 낮춥니다
#02517,수면의 저주 <0>
#02518,상대를 잠시 재웁니다
#02519,스킬
#02520,유격 <0>
#02521,마을로부터 <0>칸까지 자유롭게 행동합니다
#02522,미술 <0>
#02523,화실에서 제작할 수 있습니다
#02524,화실에서의 제작 시간을 조금 단축
#02525,화실에서의 제작 시간을 단축
#02526,화실에서의 제작 시간을 상당히 단축
#02527,화실에서의 제작 시간을 대폭 단축
#02528,동물 포획
#02529,야생 동물을 잡습니다
#02530,대화하기 <0>
#02531,동거인과 친목을 조금 잘 쌓습니다
#02532,동거인과 친목을 잘 쌓습니다
#02533,동거인과 친목을 아주 잘 쌓습니다
#02534,꽝
#02535,소박
#02536,중박
#02537,대박
#02538,역대
#02539,주간
#02540,서포트
#02541,임의
#02542,전부
#02543,내용물
#02544,예상
#02545,모두 귀환
#02546,순서
#02547,복원
#02548,초기화
#02549,결정
#02550,종료
#02551,뒤로
#02552,네
#02553,아니오
#02554,확인
#02555,세이브
#02556,메뉴
#02557,나
#02558,상위
#02559,사이트
#02560,계층
#02561,비밀번호
#02562,개명
#02563,회전
#02564,빼기
#02565,전환
#02566,중지
#02567,다음
#02568,닫기
#02569,내역
#02570,추적
#02571,x1
#02572,"=MID(#02571,1,-1)&'10'"
#02573,"=MID(#02571,1,-1)&'50'"
#02574,검사 카이로군의 도전 (초급)
#02575,날 쓰러트리면 보물 GET!
#02576,검사 카이로군 (중급)
#02577,검사 카이로군 (상급)
#02578,검사 카이로군 (특급)
#02579,마도사 카이로군의 도전 (초급)
#02580,마도사 카이로군의 도전 (중급)
#02581,마도사 카이로군의 도전 (상급)
#02582,마도사 카이로군의 도전 (특급)
#02583,알로하 카이로군의 도전 (초급)
#02584,알로하 카이로군의 도전 (중급)
#02585,알로하 카이로군의 도전 (상급)
#02586,알로하 카이로군의 도전 (특급)
#02587,카이로 사령관의 도전 (초급)
#02588,카이로 사령관의 도전 (중급)
#02589,카이로 사령관의 도전 (상급)
#02590,카이로 사령관의 도전 (특급)
#02591,돌격! 와이로 게릴라 던전
#02592,후후, 잘 오셨습니다
#02593,역습의 전사 와이로군
#02594,전율의 마왕 와이로군
#02595,결전! 와이로 탱크
#02596,조사 <0> 상급 창고 설계도 이야기
#02597,<pic=grass>
#02598,<pic=wood>
#02599,<pic=food>
#02600,<pic=iron>
#02601,<pic=magic>
#02602,<pic=stamina>
#02603,=#00001
#02604,조사 상급 보물 창고 설계도 이야기
#02605,조사 상급 아이템 창고 설계도 이야기
#02606,조사 상급 알 창고 설계도 이야기
#02607,조사 영지 메우는 비법 이야기
#02608,조사 혼돈의 바위 이야기
#02609,조사 <0> 자원 찾기
#02610,조사 대량의 <0> 자원 찾기
#02611,조사 과일 찾기 <0>
#02612,초급
#02613,중급
#02614,상급
#02615,특급
#02616,조사 약 찾기 <0>
#02617,조사 채소 찾기 <0>
#02618,조사 해산물 찾기 <0>
#02619,조사 공구 찾기 <0>
#02620,조사 장비 원료 찾기 <0>
#02621,조사 동전 찾기 <0>
#02622,조사 카이로 시리즈 찾기 <0>
#02623,Ⅰ
#02624,Ⅱ
#02625,Ⅲ
#02626,Ⅳ
#02627,Ⅴ
#02628,조사 미사용
#02629,조사 계산원 이야기
#02630,조사 드래곤을 키우는 방법
#02631,조사 기술서 이야기 <0>
#02632,Ⅵ
#02633,Ⅶ
#02634,조사 사부의 존재
#02635,안녕하세요.<br>왕국 건설에 도움을 드릴<br>고양미라고 합니다.
,선대로부터 물려받은 이 나라에서…<br>국민과 힘을 합쳐 세계에 이름을 떨칠<br>멋진 왕국을 만들어봅시다!
,하지만…<br>지금은 아무것도 없는 황무지군요.
,우선…<br>마을의 중심이 될<br>’마을 회관’을 지읍시다.
#02636,=#00001
#02637,안녕하세요.<br>이 근방에서 나라를 꾸린 사람입니다.
,어느 용감하신 분께서 마물이 들끓는<br>땅에서 나라를 일으켰다고 해서요.
,오호라… 관상을 보아하니<br>미래를 바꾸실 상이군요.<br>저는 척 보면 압니다.<br>정말이에요.
,친선의 의미로<br>저희의 남아있던 에너지를<br>나눠 드리죠.
#02638,안녕하세요.<br>소문을 듣기로는<br>랭크 5 왕국이 되었다길래
,시찰도 할 겸 들렀습니다.<br>둘러보니 훌륭하더군요.<br>대단하십니다.
,이러다간 제 왕국 랭크도 따라잡으시겠군요.<br>제 부하에게 대책을 마련하게 해야겠군요.
,아차! 그리고<br>저번처럼 에너지를 나눠드리죠.<br>잘 써주세요.
#02639,안녕하세요.<br>간만입니다.
,저번에 말했듯이 랭크를<br>따라잡히지 않도록 갖은 수를<br>써온 덕분에 드디어!
,랭크 7이 되었습니다!<br>이제 어느 정도 격차가 생겼으니<br>자랑할 겸 찾아뵙습니다.
,…어라?<br>랭크 7…?<br>어라? 따라잡혔잖아…?
,…서둘러 돌아가<br>축하 파티를 접어야겠군요.<br>선물은 여기 두고 가겠습니다…
#02640,오랜만입니다.<br>뛰어난 활약상은<br>여기저기에서 들리더군요.
,양쪽 귀에 이어폰을 꽂아도<br>들릴 정도죠.<br>이야~ 정말 대단합니다.
