id,,exp,hatchTimeSeconds
2747,2747,886465,264600
2748,2748,886815,264600
2749,2749,887165,264600
2750,2750,887515,264600
2751,2751,887865,264600
2752,2752,888215,264600
2753,2753,888565,264600
2754,2754,888915,264600
2755,2755,889265,264600
2756,2756,889615,264600
2757,2757,889965,264600
2758,2758,890315,264600
2759,2759,890665,264600
2760,2760,891015,264600
2761,2761,891365,264600
2762,2762,891715,264600
2763,2763,892065,264600
2764,2764,892415,264600
2765,2765,892765,264600
2766,2766,893115,264600
2767,2767,893465,264600
2768,2768,893815,264600
2769,2769,894165,264600
2770,2770,894515,264600
2771,2771,894865,264600
2772,2772,895215,264600
2773,2773,895565,264600
2774,2774,895915,264600
2775,2775,896265,264600
2776,2776,896615,264600
2777,2777,896965,264600
2778,2778,897315,264600
2779,2779,897665,264600
2780,2780,898015,264600
2781,2781,898365,264600
2782,2782,898715,264600
2783,2783,899065,264600
2784,2784,899415,264600
2785,2785,899765,264600
2786,2786,900115,264600
2787,2787,900465,264600
2788,2788,900815,264600
2789,2789,901165,264600
2790,2790,901515,264600
2791,2791,901865,264600
2792,2792,902215,264600
2793,2793,902565,264600
2794,2794,902915,264600
2795,2795,903265,264600
2796,2796,903615,264600
2797,2797,903965,264600
2798,2798,904315,264600
2799,2799,904665,264600
2800,2800,905015,264600
2801,2801,905365,264600
2802,2802,905715,264600
2803,2803,906065,264600
2804,2804,906415,264600
2805,2805,906765,264600
2806,2806,907115,264600
2807,2807,907465,264600
2808,2808,907815,264600
2809,2809,908165,264600
2810,2810,908515,264600
2811,2811,908865,264600
2812,2812,909215,264600
2813,2813,909565,264600
2814,2814,909915,264600
2815,2815,910265,264600
2816,2816,910615,264600
2817,2817,910965,264600
2818,2818,911315,264600
2819,2819,911665,264600
2820,2820,912015,264600
2821,2821,912365,264600
2822,2822,912715,264600
2823,2823,913065,264600
2824,2824,913415,264600
2825,2825,913765,264600
2826,2826,914115,264600
2827,2827,914465,264600
2828,2828,914815,264600
2829,2829,915165,264600
2830,2830,915515,264600
2831,2831,915865,264600
2832,2832,916215,264600
2833,2833,916565,264600
2834,2834,916915,264600
2835,2835,917265,264600
2836,2836,917615,264600
2837,2837,917965,264600
2838,2838,918315,264600
2839,2839,918665,264600
2840,2840,919015,264600
2841,2841,919365,264600
2842,2842,919715,264600
2843,2843,920065,264600
2844,2844,920415,264600
2845,2845,920765,264600
2846,2846,921115,264600
2847,2847,921465,264600
2848,2848,921815,264600
2849,2849,922165,264600
2850,2850,922515,264600
2851,2851,922865,264600
2852,2852,923215,264600
2853,2853,923565,264600
2854,2854,923915,264600
2855,2855,924265,264600
2856,2856,924615,264600
2857,2857,924965,264600
2858,2858,925315,264600
2859,2859,925665,264600
2860,2860,926015,264600
2861,2861,926365,264600
2862,2862,926715,264600
2863,2863,927065,264600
2864,2864,927415,264600
2865,2865,927765,264600
2866,2866,928115,264600
2867,2867,928465,264600
2868,2868,928815,264600
2869,2869,929165,264600
2870,2870,929515,264600
2871,2871,929865,264600
2872,2872,930215,264600
2873,2873,930565,264600
2874,2874,930915,264600
2875,2875,931265,264600
2876,2876,931615,264600
2877,2877,931965,264600
2878,2878,932315,264600
2879,2879,932665,264600
2880,2880,933015,264600
2881,2881,933365,264600
2882,2882,933715,264600
2883,2883,934065,264600
2884,2884,934415,264600
2885,2885,934765,264600
2886,2886,935115,264600
2887,2887,935465,264600
2888,2888,935815,264600
2889,2889,936165,264600
2890,2890,936515,264600
2891,2891,936865,264600
2892,2892,937215,264600
2893,2893,937565,264600
2894,2894,937915,264600
2895,2895,938265,264600
2896,2896,938615,264600
2897,2897,938965,264600
2898,2898,939315,264600
2899,2899,939665,264600
2900,2900,940015,264600
2901,2901,940365,264600
2902,2902,940715,264600
2903,2903,941065,264600
2904,2904,941415,264600
2905,2905,941765,264600
2906,2906,942115,264600
2907,2907,942465,264600
2908,2908,942815,264600
2909,2909,943165,264600
2910,2910,943515,264600
2911,2911,943865,264600
2912,2912,944215,264600
2913,2913,944565,264600
2914,2914,944915,264600
2915,2915,945265,264600
2916,2916,945615,264600
2917,2917,945965,264600
2918,2918,946315,264600
2919,2919,946665,264600
2920,2920,947015,264600
2921,2921,947365,264600
2922,2922,947715,264600
2923,2923,948065,264600
2924,2924,948415,264600
2925,2925,948765,264600
2926,2926,949115,264600
2927,2927,949465,264600
2928,2928,949815,264600
2929,2929,950165,264600
2930,2930,950515,264600
2931,2931,950865,264600
2932,2932,951215,264600
2933,2933,951565,264600
2934,2934,951915,264600
2935,2935,952265,264600
2936,2936,952615,264600
2937,2937,952965,264600
2938,2938,953315,264600
2939,2939,953665,264600
2940,2940,954015,264600
2941,2941,954365,264600
2942,2942,954715,264600
2943,2943,955065,264600
2944,2944,955415,264600
2945,2945,955765,264600
2946,2946,956115,264600
2947,2947,956465,264600
2948,2948,956815,264600
2949,2949,957165,264600
2950,2950,957515,264600
2951,2951,957865,264600
2952,2952,958215,264600
2953,2953,958565,264600
2954,2954,958915,264600
2955,2955,959265,264600
2956,2956,959615,264600
2957,2957,959965,264600
2958,2958,960315,264600
2959,2959,960665,264600
2960,2960,961015,264600
2961,2961,961365,264600
2962,2962,961715,264600
2963,2963,962065,264600
2964,2964,962415,264600
2965,2965,962765,264600
2966,2966,963115,264600
2967,2967,963465,264600
2968,2968,963815,264600
2969,2969,964165,264600
2970,2970,964515,264600
2971,2971,964865,264600
2972,2972,965215,264600
2973,2973,965565,264600
2974,2974,965915,264600
2975,2975,966265,264600
2976,2976,966615,264600
2977,2977,966965,264600
2978,2978,967315,264600
2979,2979,967665,264600
2980,2980,968015,264600
2981,2981,968365,264600
2982,2982,968715,264600
2983,2983,969065,264600
2984,2984,969415,264600
2985,2985,969765,264600
2986,2986,970115,264600
2987,2987,970465,264600
2988,2988,970815,264600
2989,2989,971165,264600
2990,2990,971515,264600
2991,2991,971865,264600
2992,2992,972215,264600
2993,2993,972565,264600
2994,2994,972915,264600
2995,2995,973265,264600
2996,2996,973615,264600
2997,2997,973965,264600
2998,2998,974315,264600
2999,2999,974665,264600
3000,3000,975015,264600
3001,3001,975365,264600
3002,3002,975715,264600
3003,3003,976065,264600
3004,3004,976415,264600
3005,3005,976765,264600
3006,3006,977115,264600
3007,3007,977465,264600
3008,3008,977815,264600
3009,3009,978165,264600
3010,3010,978515,264600
3011,3011,978865,264600
3012,3012,979215,264600
3013,3013,979565,264600
3014,3014,979915,264600
3015,3015,980265,264600
3016,3016,980615,264600
3017,3017,980965,264600
3018,3018,981315,264600
3019,3019,981665,264600
3020,3020,982015,264600
3021,3021,982365,264600
3022,3022,982715,264600
3023,3023,983065,264600
3024,3024,983415,264600
3025,3025,983765,264600
3026,3026,984115,264600
3027,3027,984465,264600
3028,3028,984815,264600
3029,3029,985165,264600
3030,3030,985515,264600
3031,3031,985865,264600
3032,3032,986215,264600
3033,3033,986565,264600
3034,3034,986915,264600
3035,3035,987265,264600
3036,3036,987615,264600
3037,3037,987965,264600
3038,3038,988315,264600
3039,3039,988665,264600
3040,3040,989015,264600
3041,3041,989365,264600
3042,3042,989715,264600
3043,3043,990065,264600
3044,3044,990415,264600
3045,3045,990765,264600
3046,3046,991115,264600
3047,3047,991465,264600
3048,3048,991815,264600
3049,3049,992165,264600
3050,3050,992515,264600
3051,3051,992865,264600
3052,3052,993215,264600
3053,3053,993565,264600
3054,3054,993915,264600
3055,3055,994265,264600
3056,3056,994615,264600
3057,3057,994965,264600
3058,3058,995315,264600
3059,3059,995665,264600
3060,3060,996015,264600
3061,3061,996365,264600
3062,3062,996715,264600
3063,3063,997065,264600
3064,3064,997415,264600
3065,3065,997765,264600
3066,3066,998115,264600
3067,3067,998465,264600
3068,3068,998815,264600
3069,3069,999165,264600
3070,3070,999515,264600
3071,3071,999865,264600
3072,3072,1000215,264600
3073,3073,1000565,264600
3074,3074,1000915,264600
3075,3075,1001265,264600
3076,3076,1001615,264600
3077,3077,1001965,264600
3078,3078,1002315,264600
3079,3079,1002665,264600
3080,3080,1003015,264600
3081,3081,1003365,264600
3082,3082,1003715,264600
3083,3083,1004065,264600
3084,3084,1004415,264600
3085,3085,1004765,264600
3086,3086,1005115,264600
3087,3087,1005465,264600
3088,3088,1005815,264600
3089,3089,1006165,264600
3090,3090,1006515,264600
3091,3091,1006865,264600
3092,3092,1007215,264600
3093,3093,1007565,264600
3094,3094,1007915,264600
3095,3095,1008265,264600
3096,3096,1008615,264600
3097,3097,1008965,264600
3098,3098,1009315,264600
3099,3099,1009665,264600
3100,3100,1010015,264600
3101,3101,1010365,264600
3102,3102,1010715,264600
3103,3103,1011065,264600
3104,3104,1011415,264600
3105,3105,1011765,264600
3106,3106,1012115,264600
3107,3107,1012465,264600
3108,3108,1012815,264600
3109,3109,1013165,264600
3110,3110,1013515,264600
3111,3111,1013865,264600
3112,3112,1014215,264600
3113,3113,1014565,264600
3114,3114,1014915,264600
3115,3115,1015265,264600
3116,3116,1015615,264600
3117,3117,1015965,264600
3118,3118,1016315,264600
3119,3119,1016665,264600
3120,3120,1017015,264600
3121,3121,1017365,264600
3122,3122,1017715,264600
3123,3123,1018065,264600
3124,3124,1018415,264600
3125,3125,1018765,264600
3126,3126,1019115,264600
3127,3127,1019465,264600
3128,3128,1019815,264600
3129,3129,1020165,264600
3130,3130,1020515,264600
3131,3131,1020865,264600
3132,3132,1021215,264600
3133,3133,1021565,264600
3134,3134,1021915,264600
3135,3135,1022265,264600
3136,3136,1022615,264600
3137,3137,1022965,264600
3138,3138,1023315,264600
3139,3139,1023665,264600
3140,3140,1024015,264600
3141,3141,1024365,264600
3142,3142,1024715,264600
3143,3143,1025065,264600
3144,3144,1025415,264600
3145,3145,1025765,264600
3146,3146,1026115,264600
3147,3147,1026465,264600
3148,3148,1026815,264600
3149,3149,1027165,264600
3150,3150,1027515,264600
3151,3151,1027865,264600
3152,3152,1028215,264600
3153,3153,1028565,264600
3154,3154,1028915,264600
3155,3155,1029265,264600
3156,3156,1029615,264600
3157,3157,1029965,264600
3158,3158,1030315,264600
3159,3159,1030665,264600
3160,3160,1031015,264600
3161,3161,1031365,264600
3162,3162,1031715,264600
3163,3163,1032065,264600
3164,3164,1032415,264600
3165,3165,1032765,264600
3166,3166,1033115,264600
3167,3167,1033465,264600
3168,3168,1033815,264600
3169,3169,1034165,264600
3170,3170,1034515,264600
3171,3171,1034865,264600
3172,3172,1035215,264600
3173,3173,1035565,264600
3174,3174,1035915,264600
3175,3175,1036265,264600
3176,3176,1036615,264600
3177,3177,1036965,264600
3178,3178,1037315,264600
3179,3179,1037665,264600
3180,3180,1038015,264600
3181,3181,1038365,264600
3182,3182,1038715,264600
3183,3183,1039065,264600
3184,3184,1039415,264600
3185,3185,1039765,264600
3186,3186,1040115,264600
3187,3187,1040465,264600
3188,3188,1040815,264600
3189,3189,1041165,264600
3190,3190,1041515,264600
3191,3191,1041865,264600
3192,3192,1042215,264600
3193,3193,1042565,264600
3194,3194,1042915,264600
3195,3195,1043265,264600
3196,3196,1043615,264600
3197,3197,1043965,264600
3198,3198,1044315,264600
3199,3199,1044665,264600
3200,3200,1045015,264600
3201,3201,1045365,264600
3202,3202,1045715,264600
3203,3203,1046065,264600
3204,3204,1046415,264600
3205,3205,1046765,264600
3206,3206,1047115,264600
3207,3207,1047465,264600
3208,3208,1047815,264600
3209,3209,1048165,264600
3210,3210,1048515,264600
3211,3211,1048865,264600
3212,3212,1049215,264600
3213,3213,1049565,264600
3214,3214,1049915,264600
3215,3215,1050265,264600
3216,3216,1050615,264600
3217,3217,1050965,264600
3218,3218,1051315,264600
3219,3219,1051665,264600
3220,3220,1052015,264600
3221,3221,1052365,264600
3222,3222,1052715,264600
3223,3223,1053065,264600
3224,3224,1053415,264600
3225,3225,1053765,264600
3226,3226,1054115,264600
3227,3227,1054465,264600
3228,3228,1054815,264600
3229,3229,1055165,264600
3230,3230,1055515,264600
3231,3231,1055865,264600
3232,3232,1056215,264600
3233,3233,1056565,264600
3234,3234,1056915,264600
3235,3235,1057265,264600
3236,3236,1057615,264600
3237,3237,1057965,264600
3238,3238,1058315,264600
3239,3239,1058665,264600
3240,3240,1059015,264600
3241,3241,1059365,264600
3242,3242,1059715,264600
3243,3243,1060065,264600
3244,3244,1060415,264600
3245,3245,1060765,264600
3246,3246,1061115,264600
3247,3247,1061465,264600
3248,3248,1061815,264600
3249,3249,1062165,264600
3250,3250,1062515,264600
3251,3251,1062865,264600
3252,3252,1063215,264600
3253,3253,1063565,264600
3254,3254,1063915,264600
3255,3255,1064265,264600
3256,3256,1064615,264600
3257,3257,1064965,264600
3258,3258,1065315,264600
3259,3259,1065665,264600
3260,3260,1066015,264600
3261,3261,1066365,264600
3262,3262,1066715,264600
3263,3263,1067065,264600
3264,3264,1067415,264600
3265,3265,1067765,264600
3266,3266,1068115,264600
3267,3267,1068465,264600
3268,3268,1068815,264600
3269,3269,1069165,264600
3270,3270,1069515,264600
3271,3271,1069865,264600
3272,3272,1070215,264600
3273,3273,1070565,264600
3274,3274,1070915,264600
3275,3275,1071265,264600
3276,3276,1071615,264600
3277,3277,1071965,264600
3278,3278,1072315,264600
3279,3279,1072665,264600
3280,3280,1073015,264600
3281,3281,1073365,264600
3282,3282,1073715,264600
3283,3283,1074065,264600
3284,3284,1074415,264600
3285,3285,1074765,264600
3286,3286,1075115,264600
3287,3287,1075465,264600
3288,3288,1075815,264600
3289,3289,1076165,264600
3290,3290,1076515,264600
3291,3291,1076865,264600
3292,3292,1077215,264600
3293,3293,1077565,264600
3294,3294,1077915,264600
3295,3295,1078265,264600
3296,3296,1078615,264600
3297,3297,1078965,264600
3298,3298,1079315,264600
3299,3299,1079665,264600
3300,3300,1080015,264600
3301,3301,1080365,264600
3302,3302,1080715,264600
3303,3303,1081065,264600
3304,3304,1081415,264600
3305,3305,1081765,264600
3306,3306,1082115,264600
3307,3307,1082465,264600
3308,3308,1082815,264600
3309,3309,1083165,264600
3310,3310,1083515,264600
3311,3311,1083865,264600
3312,3312,1084215,264600
3313,3313,1084565,264600
3314,3314,1084915,264600
3315,3315,1085265,264600
3316,3316,1085615,264600
3317,3317,1085965,264600
3318,3318,1086315,264600
3319,3319,1086665,264600
3320,3320,1087015,264600
3321,3321,1087365,264600
3322,3322,1087715,264600
3323,3323,1088065,264600
3324,3324,1088415,264600
3325,3325,1088765,264600
3326,3326,1089115,264600
3327,3327,1089465,264600
3328,3328,1089815,264600
3329,3329,1090165,264600
3330,3330,1090515,264600
3331,3331,1090865,264600
3332,3332,1091215,264600
3333,3333,1091565,264600
3334,3334,1091915,264600
3335,3335,1092265,264600
3336,3336,1092615,264600
3337,3337,1092965,264600
3338,3338,1093315,264600
3339,3339,1093665,264600
3340,3340,1094015,264600
3341,3341,1094365,264600
3342,3342,1094715,264600
3343,3343,1095065,264600
3344,3344,1095415,264600
3345,3345,1095765,264600
3346,3346,1096115,264600
3347,3347,1096465,264600
3348,3348,1096815,264600
3349,3349,1097165,264600
3350,3350,1097515,264600
3351,3351,1097865,264600
3352,3352,1098215,264600
3353,3353,1098565,264600
3354,3354,1098915,264600
3355,3355,1099265,264600
3356,3356,1099615,264600
3357,3357,1099965,264600
3358,3358,1100315,264600
3359,3359,1100665,264600
3360,3360,1101015,264600
3361,3361,1101365,264600
3362,3362,1101715,264600
3363,3363,1102065,264600
3364,3364,1102415,264600
3365,3365,1102765,264600
3366,3366,1103115,264600
3367,3367,1103465,264600
3368,3368,1103815,264600
3369,3369,1104165,264600
3370,3370,1104515,264600
3371,3371,1104865,264600
3372,3372,1105215,264600
3373,3373,1105565,264600
3374,3374,1105915,264600
3375,3375,1106265,264600
3376,3376,1106615,264600
3377,3377,1106965,264600
3378,3378,1107315,264600
3379,3379,1107665,264600
3380,3380,1108015,264600
3381,3381,1108365,264600
3382,3382,1108715,264600
3383,3383,1109065,264600
3384,3384,1109415,264600
3385,3385,1109765,264600
3386,3386,1110115,264600
3387,3387,1110465,264600
3388,3388,1110815,264600
3389,3389,1111165,264600
3390,3390,1111515,264600
3391,3391,1111865,264600
3392,3392,1112215,264600
3393,3393,1112565,264600
3394,3394,1112915,264600
3395,3395,1113265,264600
3396,3396,1113615,264600
3397,3397,1113965,264600
3398,3398,1114315,264600
3399,3399,1114665,264600
3400,3400,1115015,264600
3401,3401,1115365,264600
3402,3402,1115715,264600
3403,3403,1116065,264600
3404,3404,1116415,264600
3405,3405,1116765,264600
3406,3406,1117115,264600
3407,3407,1117465,264600
3408,3408,1117815,264600
3409,3409,1118165,264600
3410,3410,1118515,264600
3411,3411,1118865,264600
3412,3412,1119215,264600
3413,3413,1119565,264600
3414,3414,1119915,264600
3415,3415,1120265,264600
3416,3416,1120615,264600
3417,3417,1120965,264600
3418,3418,1121315,264600
3419,3419,1121665,264600
3420,3420,1122015,264600
3421,3421,1122365,264600
3422,3422,1122715,264600
3423,3423,1123065,264600
3424,3424,1123415,264600
3425,3425,1123765,264600
3426,3426,1124115,264600
3427,3427,1124465,264600
3428,3428,1124815,264600
3429,3429,1125165,264600
3430,3430,1125515,264600
3431,3431,1125865,264600
3432,3432,1126215,264600
3433,3433,1126565,264600
3434,3434,1126915,264600
3435,3435,1127265,264600
3436,3436,1127615,264600
3437,3437,1127965,264600
3438,3438,1128315,264600
3439,3439,1128665,264600
3440,3440,1129015,264600
3441,3441,1129365,264600
3442,3442,1129715,264600
3443,3443,1130065,264600
3444,3444,1130415,264600
3445,3445,1130765,264600
3446,3446,1131115,264600
3447,3447,1131465,264600
3448,3448,1131815,264600
3449,3449,1132165,264600
3450,3450,1132515,264600
3451,3451,1132865,264600
3452,3452,1133215,264600
3453,3453,1133565,264600
3454,3454,1133915,264600
3455,3455,1134265,264600
3456,3456,1134615,264600
3457,3457,1134965,264600
3458,3458,1135315,264600
3459,3459,1135665,264600
3460,3460,1136015,264600
3461,3461,1136365,264600
3462,3462,1136715,264600
3463,3463,1137065,264600
3464,3464,1137415,264600
3465,3465,1137765,264600
3466,3466,1138115,264600
3467,3467,1138465,264600
3468,3468,1138815,264600
3469,3469,1139165,264600
3470,3470,1139515,264600
3471,3471,1139865,264600
3472,3472,1140215,264600
3473,3473,1140565,264600
3474,3474,1140915,264600
3475,3475,1141265,264600
3476,3476,1141615,264600
3477,3477,1141965,264600
3478,3478,1142315,264600
3479,3479,1142665,264600
3480,3480,1143015,264600
3481,3481,1143365,264600
3482,3482,1143715,264600
3483,3483,1144065,264600
3484,3484,1144415,264600
3485,3485,1144765,264600
3486,3486,1145115,264600
3487,3487,1145465,264600
3488,3488,1145815,264600
3489,3489,1146165,264600
3490,3490,1146515,264600
3491,3491,1146865,264600
3492,3492,1147215,264600
3493,3493,1147565,264600
3494,3494,1147915,264600
3495,3495,1148265,264600
3496,3496,1148615,264600
3497,3497,1148965,264600
3498,3498,1149315,264600
3499,3499,1149665,264600
3500,3500,1150015,264600
3501,3501,1150365,264600
3502,3502,1150715,264600
3503,3503,1151065,264600
3504,3504,1151415,264600
3505,3505,1151765,264600
3506,3506,1152115,264600
3507,3507,1152465,264600
3508,3508,1152815,264600
3509,3509,1153165,264600
3510,3510,1153515,264600
3511,3511,1153865,264600
3512,3512,1154215,264600
3513,3513,1154565,264600
3514,3514,1154915,264600
3515,3515,1155265,264600
3516,3516,1155615,264600
3517,3517,1155965,264600
3518,3518,1156315,264600
3519,3519,1156665,264600
3520,3520,1157015,264600
3521,3521,1157365,264600
3522,3522,1157715,264600
3523,3523,1158065,264600
3524,3524,1158415,264600
3525,3525,1158765,264600
3526,3526,1159115,264600
3527,3527,1159465,264600
3528,3528,1159815,264600
3529,3529,1160165,264600
3530,3530,1160515,264600
3531,3531,1160865,264600
3532,3532,1161215,264600
3533,3533,1161565,264600
3534,3534,1161915,264600
3535,3535,1162265,264600
3536,3536,1162615,264600
3537,3537,1162965,264600
3538,3538,1163315,264600
3539,3539,1163665,264600
3540,3540,1164015,264600
3541,3541,1164365,264600
3542,3542,1164715,264600
3543,3543,1165065,264600
3544,3544,1165415,264600
3545,3545,1165765,264600
3546,3546,1166115,264600
3547,3547,1166465,264600
3548,3548,1166815,264600
3549,3549,1167165,264600
3550,3550,1167515,264600
3551,3551,1167865,264600
3552,3552,1168215,264600
3553,3553,1168565,264600
3554,3554,1168915,264600
3555,3555,1169265,264600
3556,3556,1169615,264600
3557,3557,1169965,264600
3558,3558,1170315,264600
3559,3559,1170665,264600
3560,3560,1171015,264600
3561,3561,1171365,264600
3562,3562,1171715,264600
3563,3563,1172065,264600
3564,3564,1172415,264600
3565,3565,1172765,264600
3566,3566,1173115,264600
3567,3567,1173465,264600
3568,3568,1173815,264600
3569,3569,1174165,264600
3570,3570,1174515,264600
3571,3571,1174865,264600
3572,3572,1175215,264600
3573,3573,1175565,264600
3574,3574,1175915,264600
3575,3575,1176265,264600
3576,3576,1176615,264600
3577,3577,1176965,264600
3578,3578,1177315,264600
3579,3579,1177665,264600
3580,3580,1178015,264600
3581,3581,1178365,264600
3582,3582,1178715,264600
3583,3583,1179065,264600
3584,3584,1179415,264600
3585,3585,1179765,264600
3586,3586,1180115,264600
3587,3587,1180465,264600
3588,3588,1180815,264600
3589,3589,1181165,264600
3590,3590,1181515,264600
3591,3591,1181865,264600
3592,3592,1182215,264600
3593,3593,1182565,264600
3594,3594,1182915,264600
3595,3595,1183265,264600
3596,3596,1183615,264600
3597,3597,1183965,264600
3598,3598,1184315,264600
3599,3599,1184665,264600
3600,3600,1185015,264600
3601,3601,1185365,264600
3602,3602,1185715,264600
3603,3603,1186065,264600
3604,3604,1186415,264600
3605,3605,1186765,264600
3606,3606,1187115,264600
3607,3607,1187465,264600
3608,3608,1187815,264600
3609,3609,1188165,264600
3610,3610,1188515,264600
3611,3611,1188865,264600
3612,3612,1189215,264600
3613,3613,1189565,264600
3614,3614,1189915,264600
3615,3615,1190265,264600
3616,3616,1190615,264600
3617,3617,1190965,264600
3618,3618,1191315,264600
3619,3619,1191665,264600
3620,3620,1192015,264600
3621,3621,1192365,264600
3622,3622,1192715,264600
3623,3623,1193065,264600
3624,3624,1193415,264600
3625,3625,1193765,264600
3626,3626,1194115,264600
3627,3627,1194465,264600
3628,3628,1194815,264600
3629,3629,1195165,264600
3630,3630,1195515,264600
3631,3631,1195865,264600
3632,3632,1196215,264600
3633,3633,1196565,264600
3634,3634,1196915,264600
3635,3635,1197265,264600
3636,3636,1197615,264600
3637,3637,1197965,264600
3638,3638,1198315,264600
3639,3639,1198665,264600
3640,3640,1199015,264600
3641,3641,1199365,264600
3642,3642,1199715,264600
3643,3643,1200065,264600
3644,3644,1200415,264600
3645,3645,1200765,264600
3646,3646,1201115,264600
3647,3647,1201465,264600
3648,3648,1201815,264600
3649,3649,1202165,264600
3650,3650,1202515,264600
3651,3651,1202865,264600
3652,3652,1203215,264600
3653,3653,1203565,264600
3654,3654,1203915,264600
3655,3655,1204265,264600
3656,3656,1204615,264600
3657,3657,1204965,264600
3658,3658,1205315,264600
3659,3659,1205665,264600
3660,3660,1206015,264600
3661,3661,1206365,264600
3662,3662,1206715,264600
3663,3663,1207065,264600
3664,3664,1207415,264600
3665,3665,1207765,264600
3666,3666,1208115,264600
3667,3667,1208465,264600
3668,3668,1208815,264600
3669,3669,1209165,264600
3670,3670,1209515,264600
3671,3671,1209865,264600
3672,3672,1210215,264600
3673,3673,1210565,264600
3674,3674,1210915,264600
3675,3675,1211265,264600
3676,3676,1211615,264600
3677,3677,1211965,264600
3678,3678,1212315,264600
3679,3679,1212665,264600
3680,3680,1213015,264600
3681,3681,1213365,264600
3682,3682,1213715,264600
3683,3683,1214065,264600
3684,3684,1214415,264600
3685,3685,1214765,264600
3686,3686,1215115,264600
3687,3687,1215465,264600
3688,3688,1215815,264600
3689,3689,1216165,264600
3690,3690,1216515,264600
3691,3691,1216865,264600
3692,3692,1217215,264600
3693,3693,1217565,264600
3694,3694,1217915,264600
3695,3695,1218265,264600
3696,3696,1218615,264600
3697,3697,1218965,264600
3698,3698,1219315,264600
3699,3699,1219665,264600
3700,3700,1220015,264600
3701,3701,1220365,264600
3702,3702,1220715,264600
3703,3703,1221065,264600
3704,3704,1221415,264600
3705,3705,1221765,264600
3706,3706,1222115,264600
3707,3707,1222465,264600
3708,3708,1222815,264600
3709,3709,1223165,264600
3710,3710,1223515,264600
3711,3711,1223865,264600
3712,3712,1224215,264600
3713,3713,1224565,264600
3714,3714,1224915,264600
3715,3715,1225265,264600
3716,3716,1225615,264600
3717,3717,1225965,264600
3718,3718,1226315,264600
3719,3719,1226665,264600
3720,3720,1227015,264600
3721,3721,1227365,264600
3722,3722,1227715,264600
3723,3723,1228065,264600
3724,3724,1228415,264600
3725,3725,1228765,264600
3726,3726,1229115,264600
3727,3727,1229465,264600
3728,3728,1229815,264600
3729,3729,1230165,264600
3730,3730,1230515,264600
3731,3731,1230865,264600
3732,3732,1231215,264600
3733,3733,1231565,264600
3734,3734,1231915,264600
3735,3735,1232265,264600
3736,3736,1232615,264600
3737,3737,1232965,264600
3738,3738,1233315,264600
3739,3739,1233665,264600
3740,3740,1234015,264600
3741,3741,1234365,264600
3742,3742,1234715,264600
3743,3743,1235065,264600
3744,3744,1235415,264600
3745,3745,1235765,264600
3746,3746,1236115,264600
3747,3747,1236465,264600
3748,3748,1236815,264600
3749,3749,1237165,264600
3750,3750,1237515,264600
3751,3751,1237865,264600
3752,3752,1238215,264600
3753,3753,1238565,264600
3754,3754,1238915,264600
3755,3755,1239265,264600
3756,3756,1239615,264600
3757,3757,1239965,264600
3758,3758,1240315,264600
3759,3759,1240665,264600
3760,3760,1241015,264600
3761,3761,1241365,264600
3762,3762,1241715,264600
3763,3763,1242065,264600
3764,3764,1242415,264600
3765,3765,1242765,264600
3766,3766,1243115,264600
3767,3767,1243465,264600
3768,3768,1243815,264600
3769,3769,1244165,264600
3770,3770,1244515,264600
3771,3771,1244865,264600
3772,3772,1245215,264600
3773,3773,1245565,264600
3774,3774,1245915,264600
3775,3775,1246265,264600
3776,3776,1246615,264600
3777,3777,1246965,264600
3778,3778,1247315,264600
3779,3779,1247665,264600
3780,3780,1248015,264600
3781,3781,1248365,264600
3782,3782,1248715,264600
3783,3783,1249065,264600
3784,3784,1249415,264600
3785,3785,1249765,264600
3786,3786,1250115,264600
3787,3787,1250465,264600
3788,3788,1250815,264600
3789,3789,1251165,264600
3790,3790,1251515,264600
3791,3791,1251865,264600
3792,3792,1252215,264600
3793,3793,1252565,264600
3794,3794,1252915,264600
3795,3795,1253265,264600
3796,3796,1253615,264600
3797,3797,1253965,264600
3798,3798,1254315,264600
3799,3799,1254665,264600
3800,3800,1255015,264600
3801,3801,1255365,264600
3802,3802,1255715,264600
3803,3803,1256065,264600
3804,3804,1256415,264600
3805,3805,1256765,264600
3806,3806,1257115,264600
3807,3807,1257465,264600
3808,3808,1257815,264600
3809,3809,1258165,264600
3810,3810,1258515,264600
3811,3811,1258865,264600
3812,3812,1259215,264600
3813,3813,1259565,264600
3814,3814,1259915,264600
3815,3815,1260265,264600
3816,3816,1260615,264600
3817,3817,1260965,264600
3818,3818,1261315,264600
3819,3819,1261665,264600
3820,3820,1262015,264600
3821,3821,1262365,264600
3822,3822,1262715,264600
3823,3823,1263065,264600
3824,3824,1263415,264600
3825,3825,1263765,264600
3826,3826,1264115,264600
3827,3827,1264465,264600
3828,3828,1264815,264600
3829,3829,1265165,264600
3830,3830,1265515,264600
3831,3831,1265865,264600
3832,3832,1266215,264600
3833,3833,1266565,264600
3834,3834,1266915,264600
3835,3835,1267265,264600
3836,3836,1267615,264600
3837,3837,1267965,264600
3838,3838,1268315,264600
3839,3839,1268665,264600
3840,3840,1269015,264600
3841,3841,1269365,264600
3842,3842,1269715,264600
3843,3843,1270065,264600
3844,3844,1270415,264600
3845,3845,1270765,264600
3846,3846,1271115,264600
