id,name,res,img,group,source,minLevel,maxLevel,hp,rank,week,equipId1,equip1,equipRate1,equipNum1,equipId2,equip2,equipRate2,equipNum2,equipId3,equip3,equipRate3,equipNum3,itemId1,item1,itemRate1,minItemNum1,maxItemNum1,itemId2,item2,itemRate2,minItemNum2,maxItemNum2,itemId3,item3,itemRate3,minItemNum3,maxItemNum3,furnitureId,furniture,furnitureRate,furnitureNum,valuableId,valuable,valuableRate,valuableNum,skillId,skill,skillRate,skillNum,jobId,job,jobRate,jobNum,flag,summary
296,Treasure Chest,27,29,0,,999,999,500,-1,-1,158,C/ Rifle,100,1,-1,,0,0,241,F/ Chef Hat,100,1,33,Energizing Stew,100,1,1,70,Crown of Courage,100,1,1,9,Facility Trade Ticket,100,1,1,30,Land (M),100,1,216,Construction Hints #6,100,1,-1,,0,0,-1,,0,0,1,"100% 1 C/ Rifle, 100% 1 F/ Chef Hat, 100% 1 - 1 Energizing Stew, 100% 1 - 1 Crown of Courage, 100% 1 - 1 Facility Trade Ticket, 100% 1 Land (M), 100% 1 Construction Hints #6"
297,Treasure Chest,27,29,0,,999,999,500,-1,-1,-1,,0,0,178,F/ Leather Shield,100,1,287,B/ Silver Ring,100,1,36,Homeopathic Elixir,100,1,1,70,Crown of Courage,100,1,1,9,Facility Trade Ticket,100,1,1,80,Nighttime Meeting Place,100,1,151,Town Building Textbook #1,100,1,-1,,0,0,-1,,0,0,1,"100% 1 F/ Leather Shield, 100% 1 B/ Silver Ring, 100% 1 - 1 Homeopathic Elixir, 100% 1 - 1 Crown of Courage, 100% 1 - 1 Facility Trade Ticket, 100% 1 Nighttime Meeting Place, 100% 1 Town Building Textbook #1"
298,Treasure Chest,27,29,0,,999,999,500,-1,-1,163,C/ Infantry Bow,100,1,-1,,0,0,212,C/ Fur Coat,100,1,60,<pic=grass> Pouch,100,1,1,70,Crown of Courage,100,1,1,9,Facility Trade Ticket,100,1,1,29,Land (S),100,1,8,Water of Life #9,100,1,-1,,0,0,-1,,0,0,1,"100% 1 C/ Infantry Bow, 100% 1 C/ Fur Coat, 100% 1 - 1 <pic=grass> Pouch, 100% 1 - 1 Crown of Courage, 100% 1 - 1 Facility Trade Ticket, 100% 1 Land (S), 100% 1 Water of Life #9"
299,Treasure Chest,27,29,0,,999,999,500,-1,-1,-1,,0,0,-1,,0,0,242,F/ Top Hat,100,1,61,<pic=wood> Pouch,100,1,1,70,Crown of Courage,100,1,1,36,Homeopathic Elixir,100,1,1,96,Mine: Ore,100,1,171,Military Training Manual #7,100,1,-1,,0,0,-1,,0,0,1,"100% 1 F/ Top Hat, 100% 1 - 1 <pic=wood> Pouch, 100% 1 - 1 Crown of Courage, 100% 1 - 1 Homeopathic Elixir, 100% 1 Mine: Ore, 100% 1 Military Training Manual #7"
300,Treasure Chest,27,29,0,,999,999,500,-1,-1,123,D/ Ninja Star,100,1,-1,,0,0,282,D/ Scarf,100,1,62,<pic=food> Pouch,100,1,1,70,Crown of Courage,100,1,1,9,Facility Trade Ticket,100,1,1,29,Land (S),100,1,217,Construction Hints #7,100,1,-1,,0,0,-1,,0,0,1,"100% 1 D/ Ninja Star, 100% 1 D/ Scarf, 100% 1 - 1 <pic=food> Pouch, 100% 1 - 1 Crown of Courage, 100% 1 - 1 Facility Trade Ticket, 100% 1 Land (S), 100% 1 Construction Hints #7"
301,Treasure Chest,27,29,0,,999,999,500,-1,-1,-1,,0,0,179,E/ Infantry Shield,100,1,213,C/ Coat,100,1,63,<pic=iron> Pouch,100,1,1,70,Crown of Courage,100,1,1,9,Facility Trade Ticket,100,1,1,81,Low Watchtower,100,1,136,Know-How Journal #2,100,1,-1,,0,0,-1,,0,0,1,"100% 1 E/ Infantry Shield, 100% 1 C/ Coat, 100% 1 - 1 <pic=iron> Pouch, 100% 1 - 1 Crown of Courage, 100% 1 - 1 Facility Trade Ticket, 100% 1 Low Watchtower, 100% 1 Know-How Journal #2"
302,Treasure Chest,27,29,0,,999,999,500,-1,-1,128,E/ Samurai Sword,100,1,-1,,0,0,243,F/ Hat,100,1,64,<pic=magic> Pouch,100,1,1,70,Crown of Courage,100,1,1,9,Facility Trade Ticket,100,1,1,30,Land (M),100,1,196,Legendary Expedition Map #4,100,1,-1,,0,0,-1,,0,0,1,"100% 1 E/ Samurai Sword, 100% 1 F/ Hat, 100% 1 - 1 <pic=magic> Pouch, 100% 1 - 1 Crown of Courage, 100% 1 - 1 Facility Trade Ticket, 100% 1 Land (M), 100% 1 Legendary Expedition Map #4"
303,Treasure Chest,27,29,0,,999,999,500,-1,-1,-1,,0,0,-1,,0,0,283,B/ Collar,100,1,27,Recovery Potion (L),100,1,1,70,Crown of Courage,100,1,1,36,Homeopathic Elixir,100,1,1,170,Tree Nursery,100,1,28,Water of Wisdom #9,100,1,-1,,0,0,-1,,0,0,1,"100% 1 B/ Collar, 100% 1 - 1 Recovery Potion (L), 100% 1 - 1 Crown of Courage, 100% 1 - 1 Homeopathic Elixir, 100% 1 Tree Nursery, 100% 1 Water of Wisdom #9"
304,Treasure Chest,27,29,0,,999,999,500,-1,-1,168,D/ Lumberjack's Axe,100,1,-1,,0,0,214,C/ Robe,100,1,51,Miracle Mallet,100,1,1,70,Crown of Courage,100,1,1,9,Facility Trade Ticket,100,1,1,30,Land (M),100,1,-1,,0,0,-1,,0,0,-1,,0,0,1,"100% 1 D/ Lumberjack's Axe, 100% 1 C/ Robe, 100% 1 - 1 Miracle Mallet, 100% 1 - 1 Crown of Courage, 100% 1 - 1 Facility Trade Ticket, 100% 1 Land (M)"
305,Treasure Chest,27,29,0,,999,999,500,-1,-1,-1,,0,0,180,E/ Buckler,100,1,244,F/ Holy Hat,100,1,58,Blessed Rain,100,1,1,70,Crown of Courage,100,1,1,9,Facility Trade Ticket,100,1,1,82,Turret,100,1,172,Military Training Manual #8,100,1,-1,,0,0,-1,,0,0,1,"100% 1 E/ Buckler, 100% 1 F/ Holy Hat, 100% 1 - 1 Blessed Rain, 100% 1 - 1 Crown of Courage, 100% 1 - 1 Facility Trade Ticket, 100% 1 Turret, 100% 1 Military Training Manual #8"
306,Treasure Chest,27,29,0,,999,999,500,-1,-1,133,E/ Copper Sword,100,1,-1,,0,0,293,B/ Silver Earrings,100,1,29,Mystic Flute,100,1,1,70,Crown of Courage,100,1,1,9,Facility Trade Ticket,100,1,1,30,Land (M),100,1,48,Water of Vitality #9,100,1,-1,,0,0,-1,,0,0,1,"100% 1 E/ Copper Sword, 100% 1 B/ Silver Earrings, 100% 1 - 1 Mystic Flute, 100% 1 - 1 Crown of Courage, 100% 1 - 1 Facility Trade Ticket, 100% 1 Land (M), 100% 1 Water of Vitality #9"
307,Treasure Chest,27,29,0,,999,999,500,-1,-1,-1,,0,0,-1,,0,0,215,B/ Fine Robe,100,1,31,Holy Herb,100,1,1,70,Crown of Courage,100,1,1,36,Homeopathic Elixir,100,1,1,168,Tool Workshop,100,1,152,Town Building Textbook #2,100,1,-1,,0,0,-1,,0,0,1,"100% 1 B/ Fine Robe, 100% 1 - 1 Holy Herb, 100% 1 - 1 Crown of Courage, 100% 1 - 1 Homeopathic Elixir, 100% 1 Tool Workshop, 100% 1 Town Building Textbook #2"
308,Treasure Chest,27,29,0,,999,999,500,-1,-1,138,D/ Bastard Sword,100,1,-1,,0,0,245,E/ Angel's Halo,100,1,33,Energizing Stew,100,1,1,70,Crown of Courage,100,1,1,9,Facility Trade Ticket,100,1,1,31,Land (L),100,1,142,Diamond Guide #2,100,1,-1,,0,0,-1,,0,0,1,"100% 1 D/ Bastard Sword, 100% 1 E/ Angel's Halo, 100% 1 - 1 Energizing Stew, 100% 1 - 1 Crown of Courage, 100% 1 - 1 Facility Trade Ticket, 100% 1 Land (L), 100% 1 Diamond Guide #2"
309,Treasure Chest,27,29,0,,999,999,500,-1,-1,-1,,0,0,181,D/ Iron Shield,100,1,285,D/ Ring,100,1,36,Homeopathic Elixir,100,1,1,70,Crown of Courage,100,1,1,9,Facility Trade Ticket,100,1,1,79,Torch,100,1,173,Military Training Manual #9,100,1,-1,,0,0,-1,,0,0,1,"100% 1 D/ Iron Shield, 100% 1 D/ Ring, 100% 1 - 1 Homeopathic Elixir, 100% 1 - 1 Crown of Courage, 100% 1 - 1 Facility Trade Ticket, 100% 1 Torch, 100% 1 Military Training Manual #9"
310,Treasure Chest,27,29,0,,999,999,500,-1,-1,28,D/ Grief Staff,100,1,-1,,0,0,216,C/ Men's Kimono,100,1,60,<pic=grass> Pouch,100,1,1,70,Crown of Courage,100,1,1,9,Facility Trade Ticket,100,1,1,31,Land (L),100,1,68,Water of Might #9,100,1,-1,,0,0,-1,,0,0,1,"100% 1 D/ Grief Staff, 100% 1 C/ Men's Kimono, 100% 1 - 1 <pic=grass> Pouch, 100% 1 - 1 Crown of Courage, 100% 1 - 1 Facility Trade Ticket, 100% 1 Land (L), 100% 1 Water of Might #9"
311,Treasure Chest,27,29,0,,999,999,500,-1,-1,103,E/ Scalpel,100,1,-1,,0,0,246,E/ Pirate Hat,100,1,61,<pic=wood> Pouch,100,1,1,70,Crown of Courage,100,1,1,36,Homeopathic Elixir,100,1,1,162,Ore Workbench,100,1,197,Legendary Expedition Map #5,100,1,-1,,0,0,-1,,0,0,1,"100% 1 E/ Scalpel, 100% 1 E/ Pirate Hat, 100% 1 - 1 <pic=wood> Pouch, 100% 1 - 1 Crown of Courage, 100% 1 - 1 Homeopathic Elixir, 100% 1 Ore Workbench, 100% 1 Legendary Expedition Map #5"
312,Treasure Chest,27,29,0,,999,999,500,-1,-1,-1,,0,0,-1,,0,0,286,C/ Pearl Ring,100,1,62,<pic=food> Pouch,100,1,1,70,Crown of Courage,100,1,1,9,Facility Trade Ticket,100,1,1,31,Land (L),100,1,-1,,0,0,-1,,0,0,-1,,0,0,1,"100% 1 C/ Pearl Ring, 100% 1 - 1 <pic=food> Pouch, 100% 1 - 1 Crown of Courage, 100% 1 - 1 Facility Trade Ticket, 100% 1 Land (L)"
313,Treasure Chest,27,29,0,,999,999,500,-1,-1,-1,,0,0,182,C/ Noble Shield,100,1,231,F/ Bandana,100,1,63,<pic=iron> Pouch,100,1,1,70,Crown of Courage,100,1,1,9,Facility Trade Ticket,100,1,1,80,Nighttime Meeting Place,100,1,218,Construction Hints #8,100,1,-1,,0,0,-1,,0,0,1,"100% 1 C/ Noble Shield, 100% 1 F/ Bandana, 100% 1 - 1 <pic=iron> Pouch, 100% 1 - 1 Crown of Courage, 100% 1 - 1 Facility Trade Ticket, 100% 1 Nighttime Meeting Place, 100% 1 Construction Hints #8"
314,Treasure Chest,27,29,0,,999,999,500,-1,-1,78,C/ Paladin's Spear,100,1,-1,,0,0,271,E/ Locket,100,1,64,<pic=magic> Pouch,100,1,1,70,Crown of Courage,100,1,1,9,Facility Trade Ticket,100,1,1,31,Land (L),100,1,174,Military Training Manual #10,100,1,-1,,0,0,-1,,0,0,1,"100% 1 C/ Paladin's Spear, 100% 1 E/ Locket, 100% 1 - 1 <pic=magic> Pouch, 100% 1 - 1 Crown of Courage, 100% 1 - 1 Facility Trade Ticket, 100% 1 Land (L), 100% 1 Military Training Manual #10"
315,Treasure Chest,27,29,0,,999,999,500,-1,-1,-1,,0,0,-1,,0,0,202,F/ Linen Garment,100,1,27,Recovery Potion (L),100,1,1,70,Crown of Courage,100,1,1,36,Homeopathic Elixir,100,1,1,127,Expedition Hut,100,1,88,Water of Resilience #9,100,1,-1,,0,0,-1,,0,0,1,"100% 1 F/ Linen Garment, 100% 1 - 1 Recovery Potion (L), 100% 1 - 1 Crown of Courage, 100% 1 - 1 Homeopathic Elixir, 100% 1 Expedition Hut, 100% 1 Water of Resilience #9"
316,Treasure Chest,27,29,0,,999,999,500,-1,-1,33,D/ Royal Scepter,100,1,-1,,0,0,232,F/ Alice Band,100,1,51,Miracle Mallet,100,1,1,70,Crown of Courage,100,1,1,9,Facility Trade Ticket,100,1,1,31,Land (L),100,1,-1,,0,0,-1,,0,0,-1,,0,0,1,"100% 1 D/ Royal Scepter, 100% 1 F/ Alice Band, 100% 1 - 1 Miracle Mallet, 100% 1 - 1 Crown of Courage, 100% 1 - 1 Facility Trade Ticket, 100% 1 Land (L)"
317,Treasure Chest,27,29,0,,999,999,500,-1,-1,-1,,0,0,185,B/ Shell Shield,100,1,272,D/ Necklace,100,1,65,Skill Slots Up,100,1,1,70,Crown of Courage,100,1,1,9,Facility Trade Ticket,100,1,1,81,Low Watchtower,100,1,153,Town Building Textbook #3,100,1,-1,,0,0,-1,,0,0,1,"100% 1 B/ Shell Shield, 100% 1 D/ Necklace, 100% 1 - 1 Skill Slots Up, 100% 1 - 1 Crown of Courage, 100% 1 - 1 Facility Trade Ticket, 100% 1 Low Watchtower, 100% 1 Town Building Textbook #3"
318,Treasure Chest,27,29,0,,999,999,500,-1,-1,148,C/ Courage Sword,100,1,-1,,0,0,203,F/ Common Garment,100,1,29,Mystic Flute,100,1,1,70,Crown of Courage,100,1,1,9,Facility Trade Ticket,100,1,1,30,Land (M),100,1,9,Water of Life #10,100,1,-1,,0,0,-1,,0,0,1,"100% 1 C/ Courage Sword, 100% 1 F/ Common Garment, 100% 1 - 1 Mystic Flute, 100% 1 - 1 Crown of Courage, 100% 1 - 1 Facility Trade Ticket, 100% 1 Land (M), 100% 1 Water of Life #10"
319,Treasure Chest,27,29,0,,999,999,500,-1,-1,-1,,0,0,-1,,0,0,233,F/ Headband,100,1,31,Holy Herb,100,1,1,70,Crown of Courage,100,1,1,36,Homeopathic Elixir,100,1,1,97,Mine: Mystic Ore,100,1,175,Military Training Manual #11,100,1,-1,,0,0,-1,,0,0,1,"100% 1 F/ Headband, 100% 1 - 1 Holy Herb, 100% 1 - 1 Crown of Courage, 100% 1 - 1 Homeopathic Elixir, 100% 1 Mine: Mystic Ore, 100% 1 Military Training Manual #11"
320,Treasure Chest,27,29,0,,999,999,500,-1,-1,63,E/ Pokey Stick,100,1,-1,,0,0,273,C/ Amulet,100,1,33,Energizing Stew,100,1,1,70,Crown of Courage,100,1,1,9,Facility Trade Ticket,100,1,1,111,Wasteland Guide,100,1,-1,,0,0,-1,,0,0,-1,,0,0,1,"100% 1 E/ Pokey Stick, 100% 1 C/ Amulet, 100% 1 - 1 Energizing Stew, 100% 1 - 1 Crown of Courage, 100% 1 - 1 Facility Trade Ticket, 100% 1 Wasteland Guide"
321,Treasure Chest,27,29,0,,999,999,500,-1,-1,-1,,0,0,197,C/ Demonic Shield,100,1,204,E/ Yellow Garment,100,1,58,Blessed Rain,100,1,1,70,Crown of Courage,100,1,1,9,Facility Trade Ticket,100,1,1,82,Turret,100,1,29,Water of Wisdom #10,100,1,-1,,0,0,-1,,0,0,1,"100% 1 C/ Demonic Shield, 100% 1 E/ Yellow Garment, 100% 1 - 1 Blessed Rain, 100% 1 - 1 Crown of Courage, 100% 1 - 1 Facility Trade Ticket, 100% 1 Turret, 100% 1 Water of Wisdom #10"
322,Treasure Chest,27,29,0,,999,999,500,-1,-1,19,D/ Sturdy Staff,100,1,-1,,0,0,234,F/ Turban,100,1,60,<pic=grass> Pouch,100,1,1,70,Crown of Courage,100,1,1,9,Facility Trade Ticket,100,1,1,30,Land (M),100,1,198,Legendary Expedition Map #6,100,1,-1,,0,0,-1,,0,0,1,"100% 1 D/ Sturdy Staff, 100% 1 F/ Turban, 100% 1 - 1 <pic=grass> Pouch, 100% 1 - 1 Crown of Courage, 100% 1 - 1 Facility Trade Ticket, 100% 1 Land (M), 100% 1 Legendary Expedition Map #6"
323,Treasure Chest,27,29,0,,999,999,500,-1,-1,-1,,0,0,-1,,0,0,274,B/ Blue Pendant,100,1,61,<pic=wood> Pouch,100,1,1,70,Crown of Courage,100,1,1,36,Homeopathic Elixir,100,1,1,96,Mine: Ore,100,1,-1,,0,0,-1,,0,0,-1,,0,0,1,"100% 1 B/ Blue Pendant, 100% 1 - 1 <pic=wood> Pouch, 100% 1 - 1 Crown of Courage, 100% 1 - 1 Homeopathic Elixir, 100% 1 Mine: Ore"
324,Treasure Chest,27,29,0,,999,999,500,-1,-1,39,D/ Oak Club,100,1,-1,,0,0,205,E/ Durable Garment,100,1,62,<pic=food> Pouch,100,1,1,70,Crown of Courage,100,1,1,9,Facility Trade Ticket,100,1,1,31,Land (L),100,1,49,Water of Vitality #10,100,1,-1,,0,0,-1,,0,0,1,"100% 1 D/ Oak Club, 100% 1 E/ Durable Garment, 100% 1 - 1 <pic=food> Pouch, 100% 1 - 1 Crown of Courage, 100% 1 - 1 Facility Trade Ticket, 100% 1 Land (L), 100% 1 Water of Vitality #10"
325,Treasure Chest,27,29,0,,999,999,500,-1,-1,-1,,0,0,190,D/ Sturdy Shield,100,1,235,E/ Hat,100,1,63,<pic=iron> Pouch,100,1,1,70,Crown of Courage,100,1,1,9,Facility Trade Ticket,100,1,1,82,Turret,100,1,176,Military Training Manual #12,100,1,-1,,0,0,-1,,0,0,1,"100% 1 D/ Sturdy Shield, 100% 1 E/ Hat, 100% 1 - 1 <pic=iron> Pouch, 100% 1 - 1 Crown of Courage, 100% 1 - 1 Facility Trade Ticket, 100% 1 Turret, 100% 1 Military Training Manual #12"
326,Treasure Chest,27,29,0,,999,999,500,-1,-1,69,D/ Master's Spear,100,1,-1,,0,0,275,A/ Red Pendant,100,1,64,<pic=magic> Pouch,100,1,1,70,Crown of Courage,100,1,1,9,Facility Trade Ticket,100,1,1,111,Wasteland Guide,100,1,147,Book of Awakening #2,100,1,-1,,0,0,-1,,0,0,1,"100% 1 D/ Master's Spear, 100% 1 A/ Red Pendant, 100% 1 - 1 <pic=magic> Pouch, 100% 1 - 1 Crown of Courage, 100% 1 - 1 Facility Trade Ticket, 100% 1 Wasteland Guide, 100% 1 Book of Awakening #2"
327,Treasure Chest,27,29,0,,999,999,500,-1,-1,-1,,0,0,-1,,0,0,206,D/ Stylish Garment,100,1,27,Recovery Potion (L),100,1,1,70,Crown of Courage,100,1,1,36,Homeopathic Elixir,100,1,1,97,Mine: Mystic Ore,100,1,154,Town Building Textbook #4,100,1,-1,,0,0,-1,,0,0,1,"100% 1 D/ Stylish Garment, 100% 1 - 1 Recovery Potion (L), 100% 1 - 1 Crown of Courage, 100% 1 - 1 Homeopathic Elixir, 100% 1 Mine: Mystic Ore, 100% 1 Town Building Textbook #4"
328,Treasure Chest,27,29,0,,999,999,500,-1,-1,84,C/ Iron Hammer,100,1,-1,,0,0,236,E/ Helmet,100,1,51,Miracle Mallet,100,1,1,70,Crown of Courage,100,1,1,9,Facility Trade Ticket,100,1,1,31,Land (L),100,1,69,Water of Might #10,100,1,-1,,0,0,-1,,0,0,1,"100% 1 C/ Iron Hammer, 100% 1 E/ Helmet, 100% 1 - 1 Miracle Mallet, 100% 1 - 1 Crown of Courage, 100% 1 - 1 Facility Trade Ticket, 100% 1 Land (L), 100% 1 Water of Might #10"
329,Treasure Chest,27,29,0,,999,999,500,-1,-1,-1,,0,0,198,B/ Legendary Shield,100,1,276,S/ Golden Pendant,100,1,65,Skill Slots Up,100,1,1,70,Crown of Courage,100,1,1,9,Facility Trade Ticket,100,1,1,80,Nighttime Meeting Place,100,1,177,Military Training Manual #13,100,1,-1,,0,0,-1,,0,0,1,"100% 1 B/ Legendary Shield, 100% 1 S/ Golden Pendant, 100% 1 - 1 Skill Slots Up, 100% 1 - 1 Crown of Courage, 100% 1 - 1 Facility Trade Ticket, 100% 1 Nighttime Meeting Place, 100% 1 Military Training Manual #13"
330,Treasure Chest,27,29,0,,999,999,500,-1,-1,94,C/ Master's Sword,100,1,-1,,0,0,207,D/ Thick Garment,100,1,29,Mystic Flute,100,1,1,70,Crown of Courage,100,1,1,9,Facility Trade Ticket,100,1,1,32,Land (XL),100,1,-1,,0,0,-1,,0,0,-1,,0,0,1,"100% 1 C/ Master's Sword, 100% 1 D/ Thick Garment, 100% 1 - 1 Mystic Flute, 100% 1 - 1 Crown of Courage, 100% 1 - 1 Facility Trade Ticket, 100% 1 Land (XL)"
331,Treasure Chest,27,29,0,,999,999,500,-1,-1,-1,,0,0,-1,,0,0,237,E/ Hat,100,1,31,Holy Herb,100,1,1,70,Crown of Courage,100,1,1,36,Homeopathic Elixir,100,1,1,128,Monster Feed,100,1,89,Water of Resilience #10,100,1,-1,,0,0,-1,,0,0,1,"100% 1 E/ Hat, 100% 1 - 1 Holy Herb, 100% 1 - 1 Crown of Courage, 100% 1 - 1 Homeopathic Elixir, 100% 1 Monster Feed, 100% 1 Water of Resilience #10"
332,Treasure Chest,27,29,0,,999,999,500,-1,-1,44,C/ Club,100,1,-1,,0,0,277,C/ Magic Pendant,100,1,33,Energizing Stew,100,1,1,70,Crown of Courage,100,1,1,9,Facility Trade Ticket,100,1,1,127,Expedition Hut,100,1,199,Legendary Expedition Map #7,100,1,-1,,0,0,-1,,0,0,1,"100% 1 C/ Club, 100% 1 C/ Magic Pendant, 100% 1 - 1 Energizing Stew, 100% 1 - 1 Crown of Courage, 100% 1 - 1 Facility Trade Ticket, 100% 1 Expedition Hut, 100% 1 Legendary Expedition Map #7"
333,Treasure Chest,27,29,0,,999,999,500,-1,-1,-1,,0,0,194,S/ Mirror Shield,100,1,208,D/ Chain Mail,100,1,36,Homeopathic Elixir,100,1,1,70,Crown of Courage,100,1,1,9,Facility Trade Ticket,100,1,1,81,Low Watchtower,100,1,-1,,0,0,-1,,0,0,-1,,0,0,1,"100% 1 S/ Mirror Shield, 100% 1 D/ Chain Mail, 100% 1 - 1 Homeopathic Elixir, 100% 1 - 1 Crown of Courage, 100% 1 - 1 Facility Trade Ticket, 100% 1 Low Watchtower"
334,Treasure Chest,27,29,0,,999,999,500,-1,-1,154,E/ Magnifying Glass,100,1,-1,,0,0,238,D/ Bandana,100,1,60,<pic=grass> Pouch,100,1,1,70,Crown of Courage,100,1,1,9,Facility Trade Ticket,100,1,1,127,Expedition Hut,100,1,101,Ancient Blueprints #2,100,1,-1,,0,0,-1,,0,0,1,"100% 1 E/ Magnifying Glass, 100% 1 D/ Bandana, 100% 1 - 1 <pic=grass> Pouch, 100% 1 - 1 Crown of Courage, 100% 1 - 1 Facility Trade Ticket, 100% 1 Expedition Hut, 100% 1 Ancient Blueprints #2"
335,Treasure Chest,27,29,0,,999,999,500,-1,-1,-1,,0,0,-1,,0,0,278,B/ Golden Bracelet,100,1,61,<pic=wood> Pouch,100,1,1,70,Crown of Courage,100,1,1,36,Homeopathic Elixir,100,1,1,32,Land (XL),100,1,178,Military Training Manual #14,100,1,-1,,0,0,-1,,0,0,1,"100% 1 B/ Golden Bracelet, 100% 1 - 1 <pic=wood> Pouch, 100% 1 - 1 Crown of Courage, 100% 1 - 1 Homeopathic Elixir, 100% 1 Land (XL), 100% 1 Military Training Manual #14"
336,Treasure Chest,27,29,0,,999,999,500,-1,-1,99,D/ Silver Knife,100,1,-1,,0,0,209,C/ Skirt,100,1,62,<pic=food> Pouch,100,1,1,70,Crown of Courage,100,1,1,9,Facility Trade Ticket,100,1,1,32,Land (XL),100,1,-1,,0,0,-1,,0,0,-1,,0,0,1,"100% 1 D/ Silver Knife, 100% 1 C/ Skirt, 100% 1 - 1 <pic=food> Pouch, 100% 1 - 1 Crown of Courage, 100% 1 - 1 Facility Trade Ticket, 100% 1 Land (XL)"
337,Treasure Chest,27,29,0,,999,999,500,-1,-1,-1,,0,0,196,S/ Shining Shield,100,1,239,D/ Ninja Headband,100,1,63,<pic=iron> Pouch,100,1,1,70,Crown of Courage,100,1,1,9,Facility Trade Ticket,100,1,1,82,Turret,100,1,155,Town Building Textbook #5,100,1,-1,,0,0,-1,,0,0,1,"100% 1 S/ Shining Shield, 100% 1 D/ Ninja Headband, 100% 1 - 1 <pic=iron> Pouch, 100% 1 - 1 Crown of Courage, 100% 1 - 1 Facility Trade Ticket, 100% 1 Turret, 100% 1 Town Building Textbook #5"
338,Treasure Chest,27,29,0,,999,999,500,-1,-1,-1,,0,0,-1,,0,0,279,D/ Leather Band,100,1,58,Blessed Rain,100,1,1,70,Crown of Courage,100,1,1,9,Facility Trade Ticket,100,1,1,29,Land (S),100,1,124,Pioneer's Map #2,100,1,-1,,0,0,-1,,0,0,1,"100% 1 D/ Leather Band, 100% 1 - 1 Blessed Rain, 100% 1 - 1 Crown of Courage, 100% 1 - 1 Facility Trade Ticket, 100% 1 Land (S), 100% 1 Pioneer's Map #2"
339,Treasure Chest,27,29,0,,999,999,500,-1,-1,-1,,0,0,-1,,0,0,210,B/ Dress,100,1,27,Recovery Potion (L),100,1,1,70,Crown of Courage,100,1,1,36,Homeopathic Elixir,100,1,1,243,Friend Bed,100,1,-1,,0,0,-1,,0,0,-1,,0,0,1,"100% 1 B/ Dress, 100% 1 - 1 Recovery Potion (L), 100% 1 - 1 Crown of Courage, 100% 1 - 1 Homeopathic Elixir, 100% 1 Friend Bed"
340,Treasure Chest,27,29,0,,999,999,500,-1,-1,89,B/ Silver Hammer,100,1,-1,,0,0,240,D/ Forehead Guard,100,1,51,Miracle Mallet,100,1,1,70,Crown of Courage,100,1,1,9,Facility Trade Ticket,100,1,1,30,Land (M),100,1,179,Military Training Manual #15,100,1,-1,,0,0,-1,,0,0,1,"100% 1 B/ Silver Hammer, 100% 1 D/ Forehead Guard, 100% 1 - 1 Miracle Mallet, 100% 1 - 1 Crown of Courage, 100% 1 - 1 Facility Trade Ticket, 100% 1 Land (M), 100% 1 Military Training Manual #15"
341,Treasure Chest,27,29,0,,999,999,500,-1,-1,-1,,0,0,198,B/ Legendary Shield,100,1,280,C/ Wristband,100,1,65,Skill Slots Up,100,1,1,70,Crown of Courage,100,1,1,9,Facility Trade Ticket,100,1,1,79,Torch,100,1,-1,,0,0,-1,,0,0,-1,,0,0,1,"100% 1 B/ Legendary Shield, 100% 1 C/ Wristband, 100% 1 - 1 Skill Slots Up, 100% 1 - 1 Crown of Courage, 100% 1 - 1 Facility Trade Ticket, 100% 1 Torch"
342,Treasure Chest,27,29,0,,999,999,500,-1,-1,104,C/ Silver Scalpel,100,1,-1,,0,0,211,D/ Pajamas,100,1,29,Mystic Flute,100,1,1,70,Crown of Courage,100,1,1,9,Facility Trade Ticket,100,1,1,30,Land (M),100,1,-1,,0,0,-1,,0,0,-1,,0,0,1,"100% 1 C/ Silver Scalpel, 100% 1 D/ Pajamas, 100% 1 - 1 Mystic Flute, 100% 1 - 1 Crown of Courage, 100% 1 - 1 Facility Trade Ticket, 100% 1 Land (M)"
343,Treasure Chest,27,29,0,,999,999,500,-1,-1,-1,,0,0,-1,,0,0,241,F/ Chef Hat,100,1,31,Holy Herb,100,1,1,70,Crown of Courage,100,1,1,36,Homeopathic Elixir,100,1,1,30,Land (M),100,1,-1,,0,0,-1,,0,0,-1,,0,0,1,"100% 1 F/ Chef Hat, 100% 1 - 1 Holy Herb, 100% 1 - 1 Crown of Courage, 100% 1 - 1 Homeopathic Elixir, 100% 1 Land (M)"
344,Treasure Chest,27,29,0,,999,999,500,-1,-1,54,C/ Light Club,100,1,-1,,0,0,281,S/ Gold Medal,100,1,33,Energizing Stew,100,1,1,70,Crown of Courage,100,1,1,9,Facility Trade Ticket,100,1,1,31,Land (L),100,1,-1,,0,0,-1,,0,0,-1,,0,0,1,"100% 1 C/ Light Club, 100% 1 S/ Gold Medal, 100% 1 - 1 Energizing Stew, 100% 1 - 1 Crown of Courage, 100% 1 - 1 Facility Trade Ticket, 100% 1 Land (L)"
